,Material,Type,Coat,Diameter (nm),Concentration (ug/ml),Surface_Charge,Cell_Type,Cell Line_Primary Cell,Human_Animal,Cell_Age,Time (hr),Cell_Viability (%)
268,Au,I,Chitosan,0.7716454773187585,3.9999051108297707,Positive,HT29,L,H,A,24,1.464789604268077
269,Au,I,Chitosan,1.524994838195378,3.9999051108297707,Positive,HT29,L,H,A,24,1.525589560693597
270,Au,I,Chitosan,1.524994838195378,3.9999051108297707,Positive,HT29,L,H,A,24,1.5183624218888725
271,Au,I,Chitosan,1.524994838195378,3.9999051108297707,Positive,HT29,L,H,A,24,1.5039165382223687
272,Au,I,Chitosan,1.524994838195378,3.9999051108297707,Positive,HT29,L,H,A,24,1.484607881333077
273,Au,I,Chitosan,1.524994838195378,3.9999051108297707,Positive,HT29,L,H,A,24,1.3582204555870205
279,Au,I,Chitosan,1.2691483887884287,3.9999051108297707,Positive,HepG2,L,H,A,24,1.5118569769102668
280,Au,I,Chitosan,1.2691483887884287,3.9999051108297707,Positive,HepG2,L,H,A,24,1.459876790867163
284,Au,I,None,1.1690321758870559,0.9162907318741551,unknown,A549,L,H,A,4,1.520053837518018
285,Au,I,None,1.1690321758870559,1.6094379124341003,unknown,A549,L,H,A,4,1.4446622894954095
290,Iron oxide,I,Silica,0.834032445247956,1.6094379124341003,Negative,SHSY5Y,L,H,A,3,1.5266402863556616
291,Iron oxide,I,Silica,0.834032445247956,3.2188758248682006,Negative,SHSY5Y,L,H,A,3,1.5255588854657118
292,Iron oxide,I,Silica,0.834032445247956,4.31748811353631,Negative,SHSY5Y,L,H,A,3,1.5217227435631029
293,Iron oxide,I,Silica,0.834032445247956,4.605170185988092,Negative,SHSY5Y,L,H,A,3,1.5233762509629574
294,Iron oxide,I,Silica,0.834032445247956,5.0106352940962555,Negative,SHSY5Y,L,H,A,3,1.525016818882074
295,Iron oxide,I,Silica,0.834032445247956,5.1647859739235145,Negative,SHSY5Y,L,H,A,3,1.5233762509629574
296,Iron oxide,I,Silica,0.834032445247956,5.298317366548036,Negative,SHSY5Y,L,H,A,3,1.5194925563095145
297,Iron oxide,I,Silica,0.834032445247956,5.703782474656201,Negative,SHSY5Y,L,H,A,3,1.521166668456488
298,Iron oxide,I,OleicAcid,0.8707755705025861,1.6094379124341003,Negative,SHSY5Y,L,H,A,3,1.5203699163432791
299,Iron oxide,I,OleicAcid,0.8707755705025861,2.302585092994046,Negative,SHSY5Y,L,H,A,3,1.5223105731122446
300,Iron oxide,I,OleicAcid,0.8707755705025861,3.912023005428146,Negative,SHSY5Y,L,H,A,3,1.5117055571627374
301,Iron oxide,I,OleicAcid,0.8707755705025861,4.31748811353631,Negative,SHSY5Y,L,H,A,3,1.5150867982675886
302,Iron oxide,I,OleicAcid,0.8707755705025861,4.605170185988092,Negative,SHSY5Y,L,H,A,3,1.5190636243609783
303,Iron oxide,I,OleicAcid,0.8707755705025861,5.0106352940962555,Negative,SHSY5Y,L,H,A,3,1.5075612968345
304,Iron oxide,I,OleicAcid,0.8707755705025861,5.1647859739235145,Negative,SHSY5Y,L,H,A,3,1.5117055571627374
305,Iron oxide,I,OleicAcid,0.8707755705025861,5.298317366548036,Negative,SHSY5Y,L,H,A,3,1.5150867982675886
306,Iron oxide,I,OleicAcid,0.8707755705025861,5.703782474656201,Negative,SHSY5Y,L,H,A,3,1.5190636243609783
307,Iron oxide,I,Silica,0.834032445247956,1.6094379124341003,Negative,SHSY5Y,L,H,A,6,1.5149450405136333
308,Iron oxide,I,Silica,0.834032445247956,3.912023005428146,Negative,SHSY5Y,L,H,A,6,1.5189295148730928
309,Iron oxide,I,Silica,0.834032445247956,4.31748811353631,Negative,SHSY5Y,L,H,A,6,1.5160944724939684
310,Iron oxide,I,Silica,0.834032445247956,5.0106352940962555,Negative,SHSY5Y,L,H,A,6,1.5194925563095145
311,Iron oxide,I,Silica,0.834032445247956,5.1647859739235145,Negative,SHSY5Y,L,H,A,6,1.517800398448896
312,Iron oxide,I,Silica,0.834032445247956,5.298317366548036,Negative,SHSY5Y,L,H,A,6,1.5183669839904868
313,Iron oxide,I,Silica,0.834032445247956,5.703782474656201,Negative,SHSY5Y,L,H,A,6,1.5183669839904868
314,Iron oxide,I,OleicAcid,0.8707755705025861,2.302585092994046,Negative,SHSY5Y,L,H,A,6,1.5203699163432791
315,Iron oxide,I,OleicAcid,0.8707755705025861,3.912023005428146,Negative,SHSY5Y,L,H,A,6,1.5190636243609783
316,Iron oxide,I,OleicAcid,0.8707755705025861,5.1647859739235145,Negative,SHSY5Y,L,H,A,6,1.5242326370685044
317,Iron oxide,I,Silica,0.834032445247956,1.6094379124341003,Negative,SHSY5Y,L,H,A,24,1.5194925563095145
318,Iron oxide,I,Silica,0.834032445247956,2.302585092994046,Negative,SHSY5Y,L,H,A,24,1.5018215964767678
319,Iron oxide,I,Silica,0.834032445247956,3.2188758248682006,Negative,SHSY5Y,L,H,A,24,1.5255588854657118
320,Iron oxide,I,Silica,0.834032445247956,3.912023005428146,Negative,SHSY5Y,L,H,A,24,1.511459229117789
321,Iron oxide,I,Silica,0.834032445247956,4.31748811353631,Negative,SHSY5Y,L,H,A,24,1.525016818882074
322,Iron oxide,I,Silica,0.834032445247956,5.703782474656201,Negative,SHSY5Y,L,H,A,24,1.5183669839904868
323,Iron oxide,I,OleicAcid,0.8707755705025861,1.6094379124341003,Negative,SHSY5Y,L,H,A,24,1.5184080376939826
324,Iron oxide,I,OleicAcid,0.8707755705025861,2.302585092994046,Negative,SHSY5Y,L,H,A,24,1.5004391652278932
325,Iron oxide,I,OleicAcid,0.8707755705025861,3.2188758248682006,Negative,SHSY5Y,L,H,A,24,1.5242326370685044
326,Iron oxide,I,OleicAcid,0.8707755705025861,3.912023005428146,Negative,SHSY5Y,L,H,A,24,1.5103346557188397
327,Iron oxide,I,OleicAcid,0.8707755705025861,4.31748811353631,Negative,SHSY5Y,L,H,A,24,1.5242326370685044
328,Iron oxide,I,OleicAcid,0.8707755705025861,5.703782474656201,Negative,SHSY5Y,L,H,A,24,1.5170873490999799
329,Iron oxide,I,Silica,0.834032445247956,2.302585092994046,Negative,SHSY5Y,L,H,A,3,1.526184493455318
330,Iron oxide,I,OleicAcid,0.8707755705025861,5.0106352940962555,Negative,SHSY5Y,L,H,A,3,1.4824178871593485
331,Iron oxide,I,Silica,0.834032445247956,1.6094379124341003,Negative,SHSY5Y,L,H,A,6,1.5126074673140089
332,Iron oxide,I,Silica,0.834032445247956,3.912023005428146,Negative,SHSY5Y,L,H,A,6,1.523438349459162
333,Iron oxide,I,Silica,0.834032445247956,4.605170185988092,Negative,SHSY5Y,L,H,A,6,1.5178187033041646
334,Iron oxide,I,Silica,0.834032445247956,5.298317366548036,Negative,SHSY5Y,L,H,A,6,1.5228853588156988
335,Iron oxide,I,Silica,0.834032445247956,5.703782474656201,Negative,SHSY5Y,L,H,A,6,1.5149427156867232
336,Iron oxide,I,OleicAcid,0.8707755705025861,1.6094379124341003,Negative,SHSY5Y,L,H,A,6,1.520275151146404
337,Iron oxide,I,OleicAcid,0.8707755705025861,3.912023005428146,Negative,SHSY5Y,L,H,A,6,1.526380910590476
338,Iron oxide,I,OleicAcid,0.8707755705025861,4.605170185988092,Negative,SHSY5Y,L,H,A,6,1.5152354079243335
339,Iron oxide,I,OleicAcid,0.8707755705025861,5.703782474656201,Negative,SHSY5Y,L,H,A,6,1.52274294828926
340,Iron oxide,I,Silica,0.834032445247956,5.1647859739235145,Negative,SHSY5Y,L,H,A,24,1.5228853588156988
341,Iron oxide,I,Silica,0.834032445247956,5.298317366548036,Negative,SHSY5Y,L,H,A,24,1.518389792761438
342,Iron oxide,I,Silica,0.834032445247956,5.703782474656201,Negative,SHSY5Y,L,H,A,24,1.4998286707419295
343,Iron oxide,I,OleicAcid,0.8707755705025861,1.6094379124341003,Negative,SHSY5Y,L,H,A,24,1.520275151146404
344,Iron oxide,I,OleicAcid,0.8707755705025861,5.298317366548036,Negative,SHSY5Y,L,H,A,24,1.5190272655809083
345,Iron oxide,I,OleicAcid,0.8707755705025861,5.703782474656201,Negative,SHSY5Y,L,H,A,24,1.5215121761265402
346,CuO,I,None,1.2036341000246709,1.6094379124341003,unknown,HepG2,L,H,A,48,1.3727903749608068
347,CuO,I,None,1.2036341000246709,2.302585092994046,unknown,HepG2,L,H,A,48,1.2976575094762086
350,CuO,I,None,1.2036341000246709,3.2188758248682006,unknown,Hepatocytes,P,A,A,48,1.5023806159447468
351,CuO,I,None,1.2036341000246709,3.912023005428146,unknown,Hepatocytes,P,A,A,48,1.5056746658163478
352,CuO,I,None,1.2036341000246709,4.605170185988092,unknown,Hepatocytes,P,A,A,48,1.4390551264602973
353,CuO,I,None,1.2036341000246709,5.298317366548036,unknown,Hepatocytes,P,A,A,48,1.3586251307487027
354,Iron oxide,I,Silica,1.55523479881416,0.0,Negative,HK-2,L,H,A,24,1.5271796258079011
355,Iron oxide,I,Silica,1.55523479881416,1.6094379124341003,Negative,HK-2,L,H,A,24,1.523460522272407
356,Iron oxide,I,Silica,1.55523479881416,3.2188758248682006,Negative,HK-2,L,H,A,24,1.469737797477306
357,Iron oxide,I,Silica,1.55523479881416,3.912023005428146,Negative,HK-2,L,H,A,24,1.43222011366363
358,Iron oxide,I,Silica,1.55523479881416,4.605170185988092,Negative,HK-2,L,H,A,24,1.386581938577176
359,Iron oxide,I,Silica,1.55523479881416,5.298317366548036,Negative,HK-2,L,H,A,24,1.342368014145001
360,Iron oxide,I,Silica,1.55523479881416,5.991464547107982,Negative,HK-2,L,H,A,24,1.3387224467624483
361,Iron oxide,I,Silica-NH2,1.55523479881416,1.6094379124341003,Negative,HK-2,L,H,A,24,1.5271796258079011
362,Iron oxide,I,Silica-NH2,1.55523479881416,3.2188758248682006,Negative,HK-2,L,H,A,24,1.507696863954757
363,Iron oxide,I,Silica-NH2,1.55523479881416,3.912023005428146,Negative,HK-2,L,H,A,24,1.4934362232768077
364,Iron oxide,I,Silica-NH2,1.55523479881416,4.605170185988092,Negative,HK-2,L,H,A,24,1.477972860513568
365,Iron oxide,I,Silica-NH2,1.55523479881416,5.298317366548036,Negative,HK-2,L,H,A,24,1.4460193487955615
366,Iron oxide,I,Silica-NH2,1.55523479881416,5.991464547107982,Negative,HK-2,L,H,A,24,1.3751321959345477
367,Iron oxide,I,Dextran,1.225592874123446,3.4011973816621555,unknown,HUVEC,P,H,E,24,1.5255610767281083
368,Iron oxide,I,Dextran,1.225592874123446,4.0943445622221,unknown,HUVEC,P,H,E,24,1.5189340625974674
369,Iron oxide,I,Dextran,1.225592874123446,4.787491742782046,unknown,HUVEC,P,H,E,24,1.5102941071656204
370,Iron oxide,I,Dextran,1.225592874123446,5.480638923341991,unknown,HUVEC,P,H,E,24,1.5172389079650357
371,Iron oxide,I,DMSA,1.3384968001851913,3.4011973816621555,unknown,HUVEC,P,H,E,24,1.5214494060625747
372,Iron oxide,I,DMSA,1.3384968001851913,4.0943445622221,unknown,HUVEC,P,H,E,24,1.3902605892014477
376,Au,I,MSA,0.36122375011753505,2.302585092994046,Negative,WA09,L,H,E,24,1.523165398923697
378,Au,I,MSA,0.36122375011753505,2.302585092994046,Negative,WA09,L,H,E,24,1.5052508302927952
379,Au,I,Citrate,0.9593769614912596,2.302585092994046,Negative,WA09,L,H,E,24,1.47488851892908
382,Au,I,None,0.5831980807826592,3.912023005428146,Negative,HeLa,L,H,A,24,1.518708811920561
383,Au,I,None,0.5831980807826592,4.605170185988092,Negative,HeLa,L,H,A,24,1.4653506339393316
384,Au,I,None,0.5831980807826592,5.298317366548036,Negative,HeLa,L,H,A,24,1.3486082425801613
385,Au,I,None,0.5831980807826592,5.991464547107982,Negative,HeLa,L,H,A,24,1.2858177604950642
386,Au,I,Citrate,0.9265295931017006,3.912023005428146,unknown,HeLa,L,H,A,24,1.5246339687293868
387,Au,I,Citrate,0.9265295931017006,4.605170185988092,unknown,HeLa,L,H,A,24,1.5031191790254175
388,Au,I,Citrate,0.9265295931017006,5.298317366548036,unknown,HeLa,L,H,A,24,1.4741609389591888
389,Au,I,Citrate,0.9265295931017006,5.991464547107982,unknown,HeLa,L,H,A,24,1.4710624898105982
390,Au,I,None,0.5831980807826592,3.912023005428146,Negative,HEK293,L,H,E,24,1.5143559012854801
391,Au,I,None,0.5831980807826592,4.605170185988092,Negative,HEK293,L,H,E,24,1.5125580026910235
392,Au,I,None,0.5831980807826592,5.298317366548036,Negative,HEK293,L,H,E,24,1.503832509883958
393,Au,I,None,0.5831980807826592,5.991464547107982,Negative,HEK293,L,H,E,24,1.481683019283998
394,Au,I,Citrate,0.9265295931017006,3.912023005428146,unknown,HEK293,L,H,E,24,1.4988887633097605
395,Au,I,Citrate,0.9265295931017006,4.605170185988092,unknown,HEK293,L,H,E,24,1.4719580621070216
396,Au,I,Citrate,0.9265295931017006,5.298317366548036,unknown,HEK293,L,H,E,24,1.4358601187435227
397,Au,I,Citrate,0.9265295931017006,5.991464547107982,unknown,HEK293,L,H,E,24,1.3544454910863486
398,Au,I,None,0.5831980807826592,3.912023005428146,Negative,H1299,L,H,A,24,1.501998971501507
399,Au,I,None,0.5831980807826592,4.605170185988092,Negative,H1299,L,H,A,24,1.4559142935792933
400,Au,I,None,0.5831980807826592,5.298317366548036,Negative,H1299,L,H,A,24,1.3971037861747357
401,Au,I,None,0.5831980807826592,5.991464547107982,Negative,H1299,L,H,A,24,1.3488011029564426
402,Au,I,Citrate,0.9265295931017006,3.912023005428146,unknown,H1299,L,H,A,24,1.5060486804458935
403,Au,I,Citrate,0.9265295931017006,4.605170185988092,unknown,H1299,L,H,A,24,1.48776264051897
404,Au,I,Citrate,0.9265295931017006,5.298317366548036,unknown,H1299,L,H,A,24,1.4647834968978146
405,Au,I,Citrate,0.9265295931017006,5.991464547107982,unknown,H1299,L,H,A,24,1.4526566892939825
406,Au,I,None,0.5831980807826592,3.912023005428146,Negative,MCF-7,L,H,A,24,1.4942586666442874
407,Au,I,None,0.5831980807826592,4.605170185988092,Negative,MCF-7,L,H,A,24,1.4454688904998376
408,Au,I,None,0.5831980807826592,5.298317366548036,Negative,MCF-7,L,H,A,24,1.3303326838378424
410,Au,I,Citrate,0.9265295931017006,3.912023005428146,unknown,MCF-7,L,H,A,24,1.5085225983390749
411,Au,I,Citrate,0.9265295931017006,4.605170185988092,unknown,MCF-7,L,H,A,24,1.4901037619257511
412,Au,I,Citrate,0.9265295931017006,5.298317366548036,unknown,MCF-7,L,H,A,24,1.4646154663130846
413,Au,I,Citrate,0.9265295931017006,5.991464547107982,unknown,MCF-7,L,H,A,24,1.4421805514239097
414,Au,I,None,0.5831980807826592,3.912023005428146,Negative,A549,L,H,A,24,1.472366123699655
415,Au,I,None,0.5831980807826592,4.605170185988092,Negative,A549,L,H,A,24,1.4424796553927972
416,Au,I,None,0.5831980807826592,5.298317366548036,Negative,A549,L,H,A,24,1.374705779436392
418,Au,I,Citrate,0.9265295931017006,3.912023005428146,unknown,A549,L,H,A,24,1.5006807798576576
419,Au,I,Citrate,0.9265295931017006,4.605170185988092,unknown,A549,L,H,A,24,1.4735966330146633
420,Au,I,Citrate,0.9265295931017006,5.298317366548036,unknown,A549,L,H,A,24,1.438684054055185
421,Au,I,Citrate,0.9265295931017006,5.991464547107982,unknown,A549,L,H,A,24,1.4128564501334022
422,Au,I,CYS,1.2691483887884287,3.2188758248682006,Negative,L929,L,A,A,24,1.5201487196417411
423,Au,I,CYS,1.2691483887884287,3.912023005428146,Negative,L929,L,A,A,24,1.5052066749384303
424,Au,I,CYS,1.2691483887884287,4.605170185988092,Negative,L929,L,A,A,24,1.4985989761511322
425,Au,I,CYS,1.2691483887884287,5.703782474656201,Negative,L929,L,A,A,24,1.4442372848380733
426,Au,I,GSH,1.2691483887884287,3.912023005428146,Negative,L929,L,A,A,24,1.5090589958265628
427,Au,I,GSH,1.2691483887884287,4.605170185988092,Negative,L929,L,A,A,24,1.5165282339197208
428,Au,I,GSH,1.2691483887884287,5.703782474656201,Negative,L929,L,A,A,24,1.5165282339197208
429,Au,I,None,1.0613851298016763,0.1823215567939546,unknown,hFOB1.19,L,H,Fetus,24,1.4754171993916525
430,Au,I,None,1.0613851298016763,0.9162907318741551,unknown,hFOB1.19,L,H,Fetus,24,1.4653719443799187
431,Au,I,None,1.0613851298016763,1.6094379124341003,unknown,hFOB1.19,L,H,Fetus,24,1.4547584377924883
432,Au,I,None,1.6809467148946111,0.1823215567939546,unknown,hFOB1.19,L,H,Fetus,24,1.4348582766669644
433,Au,I,None,1.6809467148946111,0.9162907318741551,unknown,hFOB1.19,L,H,Fetus,24,1.3327984032849935
434,Au,I,None,1.6809467148946111,1.6094379124341003,unknown,hFOB1.19,L,H,Fetus,24,1.3107294429180048
435,Au,I,None,0.610064240817791,0.1823215567939546,unknown,hFOB1.19,L,H,Fetus,24,1.5217182659798283
436,Au,I,None,0.610064240817791,0.9162907318741551,unknown,hFOB1.19,L,H,Fetus,24,1.521132979496681
437,Au,I,None,0.610064240817791,1.6094379124341003,unknown,hFOB1.19,L,H,Fetus,24,1.5196624838136639
438,Au,I,None,1.0613851298016763,0.9162907318741551,unknown,hFOB1.19,L,H,Fetus,24,1.5195197555210587
439,Au,I,None,1.0613851298016763,1.6094379124341003,unknown,hFOB1.19,L,H,Fetus,24,1.4557734005987768
440,Au,I,None,1.6809467148946111,0.1823215567939546,unknown,hFOB1.19,L,H,Fetus,24,1.4699725994399195
441,Au,I,None,1.6809467148946111,0.9162907318741551,unknown,hFOB1.19,L,H,Fetus,24,1.4678246605187968
442,Au,I,None,1.6809467148946111,1.6094379124341003,unknown,hFOB1.19,L,H,Fetus,24,1.3167160686538788
443,Au,I,None,0.610064240817791,0.1823215567939546,unknown,hFOB1.19,L,H,Fetus,24,1.5259244541969292
444,Au,I,None,0.610064240817791,1.6094379124341003,unknown,hFOB1.19,L,H,Fetus,24,1.5243451890075643
445,Au,I,None,1.0613851298016763,0.1823215567939546,unknown,MG-63,L,H,A,24,1.4995302490451636
446,Au,I,None,1.0613851298016763,0.9162907318741551,unknown,MG-63,L,H,A,24,1.4284065797156085
447,Au,I,None,1.0613851298016763,1.6094379124341003,unknown,MG-63,L,H,A,24,1.4334987196895521
448,Au,I,None,1.6809467148946111,0.1823215567939546,unknown,MG-63,L,H,A,24,1.4872437378489645
451,Au,I,None,0.610064240817791,0.1823215567939546,unknown,MG-63,L,H,A,24,1.5252408675987312
452,Au,I,None,0.610064240817791,0.9162907318741551,unknown,MG-63,L,H,A,24,1.5140314026872101
453,Au,I,None,0.610064240817791,1.6094379124341003,unknown,MG-63,L,H,A,24,1.5166825667997001
454,Au,I,None,1.0613851298016763,0.1823215567939546,unknown,MG-63,L,H,A,24,1.4804461066753394
455,Au,I,None,1.0613851298016763,0.9162907318741551,unknown,MG-63,L,H,A,24,1.4775826197075315
456,Au,I,None,1.0613851298016763,1.6094379124341003,unknown,MG-63,L,H,A,24,1.4602181351631562
457,Au,I,None,1.6809467148946111,0.1823215567939546,unknown,MG-63,L,H,A,24,1.4843083942945976
458,Au,I,None,1.6809467148946111,0.9162907318741551,unknown,MG-63,L,H,A,24,1.3269706307428968
460,Au,I,None,0.610064240817791,0.1823215567939546,unknown,MG-63,L,H,A,24,1.5260774643230706
461,Au,I,None,0.610064240817791,0.9162907318741551,unknown,MG-63,L,H,A,24,1.5244135683308542
462,Au,I,None,0.610064240817791,1.6094379124341003,unknown,MG-63,L,H,A,24,1.5271796258079011
463,Au,I,None,1.0613851298016763,0.1823215567939546,unknown,143B,L,H,A,24,1.4925285703800706
464,Au,I,None,1.0613851298016763,0.9162907318741551,unknown,143B,L,H,A,24,1.448970622373363
465,Au,I,None,1.0613851298016763,1.6094379124341003,unknown,143B,L,H,A,24,1.3839724861461808
469,Au,I,None,0.610064240817791,0.1823215567939546,unknown,143B,L,H,A,24,1.5036049442316457
470,Au,I,None,0.610064240817791,0.9162907318741551,unknown,143B,L,H,A,24,1.5011329460438392
471,Au,I,None,0.610064240817791,1.6094379124341003,unknown,143B,L,H,A,24,1.4941518270924605
472,Au,I,None,1.0613851298016763,0.1823215567939546,unknown,143B,L,H,A,24,1.5236045786298746
473,Au,I,None,1.0613851298016763,0.9162907318741551,unknown,143B,L,H,A,24,1.4967092140854954
474,Au,I,None,1.0613851298016763,1.6094379124341003,unknown,143B,L,H,A,24,1.475642082990012
475,Au,I,None,1.6809467148946111,0.1823215567939546,unknown,143B,L,H,A,24,1.4332249312178302
478,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,HepG2,L,H,A,24,1.4894417236384334
479,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,HepG2,L,H,A,24,1.4842341343553287
480,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,HepG2,L,H,A,24,1.468151876453435
481,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,HepG2,L,H,A,24,1.4686311598970592
482,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,HepG2,L,H,A,24,1.4627972660077178
483,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,HepG2,L,H,A,24,1.4579423592626548
484,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,HepG2,L,H,A,24,1.4485884036240175
485,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,HepG2,L,H,A,24,1.447145691745043
486,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,HepG2,L,H,A,24,1.4372313853587784
487,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,HepG2,L,H,A,24,1.3762087556652085
488,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,PBMC,P,H,A,24,1.4883500450952318
489,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,PBMC,P,H,A,24,1.4504226754451393
490,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,PBMC,P,H,A,24,1.44898722316695
491,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,PBMC,P,H,A,24,1.4329327012532498
492,Au,I,Citrate,1.0652008217373996,3.9999051108297707,Negative,PBMC,P,H,A,24,1.4199488997442398
493,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,PBMC,P,H,A,24,1.4628929135085869
494,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,PBMC,P,H,A,24,1.4620117360958251
495,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,PBMC,P,H,A,24,1.4534333917419169
496,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,PBMC,P,H,A,24,1.4385438398908206
497,Au,I,PAMAM,0.8707755705025861,3.9999051108297707,Positive,PBMC,P,H,A,24,1.4288090452374869
498,CuO,I,None,1.2057677857656466,2.302585092994046,Positive,A549,L,H,A,24,1.5233629413384842
499,CuO,I,None,1.2057677857656466,2.995732273553991,Positive,A549,L,H,A,24,1.3380157606891148
501,CuO,I,None,1.2057677857656466,1.6094379124341003,Positive,A549,L,H,A,48,1.5271796258079011
502,CuO,I,None,1.2057677857656466,2.302585092994046,Positive,A549,L,H,A,48,1.4352724813608648
505,Iron oxide,I,Urea,1.611562712266506,5.298317366548036,unknown,L929,L,A,A,24,1.3907268846088432
506,Iron oxide,I,Urea,1.611562712266506,5.991464547107982,unknown,L929,L,A,A,24,1.4544715927349552
507,Iron oxide,I,Dextran,0.7005710654772761,2.302585092994046,Negative,Monocytes,P,H,A,24,1.5159789342503565
508,Iron oxide,I,Dextran,0.7005710654772761,2.995732273553991,Negative,Monocytes,P,H,A,24,1.511295614460169
509,Iron oxide,I,Dextran,0.7005710654772761,4.605170185988092,Negative,Monocytes,P,H,A,24,1.524994838195378
510,Au,I,Citrate,0.9419387347481111,0.2608246182818983,Negative,BALB/c3T3,L,A,E,24,1.5121736015523841
511,Au,I,Citrate,0.9419387347481111,1.026399954554185,Negative,BALB/c3T3,L,A,E,24,1.5177477616062873
512,Au,I,Citrate,0.9419387347481111,1.791759469228055,Negative,BALB/c3T3,L,A,E,24,1.4506466055382063
513,Au,I,Citrate,0.9419387347481111,0.2608246182818983,Negative,BALB/c3T3,L,A,E,48,1.5215794053818175
514,Au,I,Citrate,0.9419387347481111,1.026399954554185,Negative,BALB/c3T3,L,A,E,48,1.5177477616062873
515,Au,I,Citrate,0.9419387347481111,0.2608246182818983,Negative,NR8383,L,A,A,24,1.4833710843120496
516,Au,I,Citrate,0.9419387347481111,1.026399954554185,Negative,NR8383,L,A,A,24,1.4708763557626765
517,Au,I,Citrate,0.9419387347481111,1.791759469228055,Negative,NR8383,L,A,A,24,1.4601524196489832
518,CuO,I,None,1.3764974344812608,2.302585092994046,Negative,A549,L,H,A,24,1.4626737779454593
519,CuO,I,None,1.3764974344812608,3.2188758248682006,Negative,A549,L,H,A,24,1.4326183300679207
